id,x,y,z
0,0.6789813294526958,-0.19712221670547633,-0.0023162334690621095
20,0.68156257962946,-0.00581004819294226,-0.0028174389809824396
23,0.5678033055540482,-0.004233387568661243,-0.003925725880200043
7,0.5633400739162853,-0.1583266332093559,-0.0015552980286292206
13,0.6426919697951213,-0.08113451124665662,-0.0024004451272039012
8,0.6775713810774846,-0.12270928482312196,-0.0013556960349012104
