x,y,z,qw,qx,qy,qz
0.28925497,0.4404441,0.24624809,0.50792217,-0.47830062,0.50250379,0.51062073
0.28923913,0.44057919,0.24624893,0.50792262,-0.47829735,0.5025101,0.51061714
0.28922332,0.44071423,0.24624976,0.50792307,-0.47829408,0.50251641,0.51061354
0.28920757,0.4408492,0.24625059,0.50792353,-0.47829081,0.50252272,0.51060994
0.28919185,0.44098412,0.24625141,0.50792398,-0.47828754,0.50252903,0.51060634
0.28917617,0.44111898,0.24625224,0.50792443,-0.47828426,0.50253535,0.51060274
0.28916054,0.44125378,0.24625306,0.50792489,-0.47828099,0.50254168,0.51059913
0.28914495,0.44138852,0.24625388,0.50792534,-0.47827771,0.502548,0.51059552
0.28912941,0.4415232,0.2462547,0.50792579,-0.47827443,0.50255433,0.51059192
0.2891139,0.44165782,0.24625551,0.50792625,-0.47827114,0.50256067,0.5105883
0.28909844,0.44179239,0.24625633,0.5079267,-0.47826786,0.502567,0.51058469
0.28908302,0.4419269,0.24625714,0.50792716,-0.47826457,0.50257334,0.51058108
0.28906764,0.44206135,0.24625795,0.50792761,-0.47826129,0.50257968,0.51057746
0.28905231,0.44219574,0.24625875,0.50792807,-0.478258,0.50258603,0.51057384
0.28903701,0.44233008,0.24625956,0.50792853,-0.4782547,0.50259238,0.51057022
0.28902176,0.44246436,0.24626036,0.50792898,-0.47825141,0.50259873,0.5105666
0.28900655,0.44259858,0.24626116,0.50792944,-0.47824811,0.50260509,0.51056298
0.28899138,0.44273274,0.24626195,0.50792989,-0.47824482,0.50261145,0.51055935
0.28897625,0.44286685,0.24626275,0.50793035,-0.47824152,0.50261781,0.51055573
0.28896117,0.4430009,0.24626354,0.50793081,-0.47823822,0.50262417,0.5105521
0.28894613,0.44313489,0.24626433,0.50793127,-0.47823491,0.50263054,0.51054847
0.28893112,0.44326882,0.24626512,0.50793172,-0.47823161,0.50263691,0.51054483
0.28891616,0.4434027,0.2462659,0.50793218,-0.4782283,0.50264329,0.5105412
0.28890124,0.44353652,0.24626669,0.50793264,-0.47822499,0.50264967,0.51053756
0.28888636,0.44367029,0.24626747,0.5079331,-0.47822168,0.50265605,0.51053392
0.28887153,0.44380399,0.24626824,0.50793356,-0.47821837,0.50266244,0.51053028
0.28885673,0.44393765,0.24626902,0.50793402,-0.47821506,0.50266883,0.51052664
0.28884198,0.44407124,0.24626979,0.50793447,-0.47821174,0.50267522,0.51052299
0.28882726,0.44420478,0.24627056,0.50793493,-0.47820842,0.50268161,0.51051935
0.28881259,0.44433826,0.24627133,0.50793539,-0.4782051,0.50268801,0.5105157
0.28879796,0.44447169,0.2462721,0.50793585,-0.47820178,0.50269441,0.51051205
0.28878337,0.44460506,0.24627286,0.50793631,-0.47819846,0.50270082,0.5105084
0.28876881,0.44473838,0.24627362,0.50793677,-0.47819513,0.50270723,0.51050474
0.2887543,0.44487164,0.24627438,0.50793724,-0.47819181,0.50271364,0.51050109
0.28873983,0.44500484,0.24627514,0.5079377,-0.47818848,0.50272005,0.51049743
0.2887254,0.44513799,0.24627589,0.50793816,-0.47818515,0.50272647,0.51049377
0.28871102,0.44527108,0.24627665,0.50793862,-0.47818181,0.50273289,0.51049011
0.28869667,0.44540412,0.2462774,0.50793908,-0.47817848,0.50273932,0.51048644
0.28868236,0.4455371,0.24627814,0.50793954,-0.47817514,0.50274575,0.51048278
0.28866809,0.44567003,0.24627889,0.50794001,-0.4781718,0.50275218,0.51047911
0.28865386,0.44580291,0.24627963,0.50794047,-0.47816846,0.50275861,0.51047544
0.28863967,0.44593572,0.24628037,0.50794093,-0.47816512,0.50276505,0.51047177
0.28862552,0.44606849,0.24628111,0.5079414,-0.47816178,0.50277149,0.5104681
0.28861142,0.44620119,0.24628184,0.50794186,-0.47815843,0.50277794,0.51046442
0.28859735,0.44633385,0.24628257,0.50794232,-0.47815508,0.50278438,0.51046075
0.28858332,0.44646645,0.2462833,0.50794279,-0.47815173,0.50279084,0.51045707
0.28856933,0.44659899,0.24628403,0.50794325,-0.47814838,0.50279729,0.51045339
0.28855538,0.44673148,0.24628476,0.50794372,-0.47814503,0.50280375,0.51044971
0.28854147,0.44686392,0.24628548,0.50794418,-0.47814167,0.50281021,0.51044602
0.28852759,0.4469963,0.2462862,0.50794465,-0.47813832,0.50281667,0.51044234
0.28851376,0.44712862,0.24628692,0.50794511,-0.47813496,0.50282314,0.51043865
0.28849997,0.4472609,0.24628763,0.50794558,-0.4781316,0.50282961,0.51043496
0.28848621,0.44739312,0.24628835,0.50794604,-0.47812823,0.50283609,0.51043127
0.2884725,0.44752528,0.24628906,0.50794651,-0.47812487,0.50284256,0.51042757
0.28845882,0.4476574,0.24628977,0.50794698,-0.4781215,0.50284904,0.51042388
0.28844518,0.44778945,0.24629047,0.50794744,-0.47811813,0.50285553,0.51042018
0.28843158,0.44792146,0.24629118,0.50794791,-0.47811476,0.50286201,0.51041648
0.28841802,0.44805341,0.24629188,0.50794838,-0.47811139,0.5028685,0.51041278
0.2884045,0.44818531,0.24629257,0.50794885,-0.47810802,0.502875,0.51040908
0.28839102,0.44831715,0.24629327,0.50794931,-0.47810464,0.5028815,0.51040537
0.28837757,0.44844894,0.24629396,0.50794978,-0.47810127,0.502888,0.51040167
0.28836416,0.44858068,0.24629466,0.50795025,-0.47809789,0.5028945,0.51039796
0.28835079,0.44871237,0.24629534,0.50795072,-0.47809451,0.50290101,0.51039425
0.28833746,0.448844,0.24629603,0.50795119,-0.47809112,0.50290752,0.51039054
0.28832417,0.44897558,0.24629671,0.50795166,-0.47808774,0.50291403,0.51038682
0.28831092,0.44910711,0.2462974,0.50795213,-0.47808435,0.50292055,0.5103831
0.2882977,0.44923858,0.24629807,0.5079526,-0.47808096,0.50292706,0.51037939
0.28828452,0.44937,0.24629875,0.50795307,-0.47807757,0.50293359,0.51037567
0.28827138,0.44950137,0.24629942,0.50795354,-0.47807418,0.50294011,0.51037194
0.28825827,0.44963269,0.2463001,0.50795401,-0.47807079,0.50294664,0.51036822
0.2882452,0.44976395,0.24630077,0.50795448,-0.47806739,0.50295318,0.5103645
0.28823217,0.44989516,0.24630143,0.50795495,-0.47806399,0.50295971,0.51036077
0.28821918,0.45002632,0.2463021,0.50795542,-0.47806059,0.50296625,0.51035704
0.28820623,0.45015743,0.24630276,0.5079559,-0.47805719,0.50297279,0.51035331
0.28819331,0.45028849,0.24630342,0.50795637,-0.47805379,0.50297934,0.51034957
0.28818043,0.45041949,0.24630407,0.50795684,-0.47805038,0.50298589,0.51034584
0.28816758,0.45055044,0.24630473,0.50795731,-0.47804698,0.50299244,0.5103421
0.28815477,0.45068134,0.24630538,0.50795779,-0.47804357,0.502999,0.51033836
0.288142,0.45081219,0.24630603,0.50795826,-0.47804016,0.50300555,0.51033462
0.28812927,0.45094299,0.24630668,0.50795873,-0.47803674,0.50301212,0.51033088
0.28811657,0.45107374,0.24630732,0.50795921,-0.47803333,0.50301868,0.51032714
0.28810391,0.45120443,0.24630796,0.50795968,-0.47802991,0.50302525,0.51032339
0.28809128,0.45133507,0.2463086,0.50796016,-0.4780265,0.50303182,0.51031964
0.28807869,0.45146567,0.24630924,0.50796063,-0.47802308,0.5030384,0.51031589
0.28806614,0.45159621,0.24630988,0.50796111,-0.47801965,0.50304497,0.51031214
0.28805362,0.4517267,0.24631051,0.50796158,-0.47801623,0.50305156,0.51030839
0.28804114,0.45185713,0.24631114,0.50796206,-0.4780128,0.50305814,0.51030463
0.2880287,0.45198752,0.24631177,0.50796253,-0.47800938,0.50306473,0.51030087
0.28801629,0.45211786,0.24631239,0.50796301,-0.47800595,0.50307132,0.51029711
0.28800391,0.45224814,0.24631301,0.50796349,-0.47800252,0.50307791,0.51029335
0.28799157,0.45237838,0.24631364,0.50796396,-0.47799909,0.50308451,0.51028959
0.28797927,0.45250856,0.24631425,0.50796444,-0.47799565,0.50309111,0.51028582
0.287967,0.4526387,0.24631487,0.50796492,-0.47799221,0.50309771,0.51028206
0.28795477,0.45276878,0.24631548,0.50796539,-0.47798878,0.50310432,0.51027829
0.28794257,0.45289882,0.24631609,0.50796587,-0.47798534,0.50311093,0.51027452
0.28793041,0.4530288,0.2463167,0.50796635,-0.47798189,0.50311755,0.51027074
0.28791828,0.45315873,0.24631731,0.50796683,-0.47797845,0.50312416,0.51026697
0.28790619,0.45328861,0.24631791,0.50796731,-0.47797501,0.50313078,0.51026319
0.28789413,0.45341845,0.24631851,0.50796779,-0.47797156,0.50313741,0.51025941
0.2878821,0.45354823,0.24631911,0.50796826,-0.47796811,0.50314403,0.51025563
0.28787011,0.45367796,0.24631971,0.50796874,-0.47796466,0.50315066,0.51025185
0.28785816,0.45380764,0.2463203,0.50796922,-0.47796121,0.50315729,0.51024807
0.28784624,0.45393728,0.24632089,0.5079697,-0.47795775,0.50316393,0.51024428
0.28783435,0.45406686,0.24632148,0.50797018,-0.47795429,0.50317057,0.51024049
0.2878225,0.45419639,0.24632207,0.50797066,-0.47795084,0.50317721,0.5102367
0.28781068,0.45432588,0.24632265,0.50797115,-0.47794738,0.50318386,0.51023291
0.2877989,0.45445531,0.24632323,0.50797163,-0.47794391,0.50319051,0.51022912
0.28778714,0.4545847,0.24632381,0.50797211,-0.47794045,0.50319716,0.51022532
0.28777543,0.45471403,0.24632439,0.50797259,-0.47793699,0.50320381,0.51022153
0.28776374,0.45484332,0.24632496,0.50797307,-0.47793352,0.50321047,0.51021773
0.28775209,0.45497256,0.24632554,0.50797355,-0.47793005,0.50321713,0.51021393
0.28774048,0.45510175,0.24632611,0.50797404,-0.47792658,0.5032238,0.51021013
0.28772889,0.45523089,0.24632667,0.50797452,-0.47792311,0.50323047,0.51020632
0.28771734,0.45535998,0.24632724,0.507975,-0.47791963,0.50323714,0.51020251
0.28770582,0.45548902,0.2463278,0.50797549,-0.47791616,0.50324381,0.51019871
0.28769434,0.45561801,0.24632836,0.50797597,-0.47791268,0.50325049,0.5101949
0.28768289,0.45574695,0.24632892,0.50797645,-0.4779092,0.50325717,0.51019108
0.28767147,0.45587585,0.24632948,0.50797694,-0.47790572,0.50326386,0.51018727
0.28766008,0.4560047,0.24633003,0.50797742,-0.47790223,0.50327054,0.51018345
0.28764873,0.45613349,0.24633058,0.50797791,-0.47789875,0.50327723,0.51017964
0.28763741,0.45626224,0.24633113,0.50797839,-0.47789526,0.50328393,0.51017582
0.28762612,0.45639095,0.24633168,0.50797888,-0.47789177,0.50329062,0.51017199
0.28761486,0.4565196,0.24633222,0.50797936,-0.47788828,0.50329732,0.51016817
0.28760364,0.4566482,0.24633276,0.50797985,-0.47788479,0.50330403,0.51016435
0.28759244,0.45677676,0.2463333,0.50798034,-0.47788129,0.50331073,0.51016052
0.28758128,0.45690527,0.24633384,0.50798082,-0.4778778,0.50331744,0.51015669
0.28757015,0.45703373,0.24633437,0.50798131,-0.4778743,0.50332416,0.51015286
0.28755906,0.45716214,0.24633491,0.5079818,-0.4778708,0.50333087,0.51014903
0.28754799,0.4572905,0.24633544,0.50798228,-0.4778673,0.50333759,0.51014519
0.28753696,0.45741882,0.24633596,0.50798277,-0.47786379,0.50334431,0.51014135
0.28752595,0.45754709,0.24633649,0.50798326,-0.47786029,0.50335104,0.51013752
0.28751498,0.45767531,0.24633701,0.50798375,-0.47785678,0.50335777,0.51013368
0.28750404,0.45780348,0.24633754,0.50798423,-0.47785327,0.5033645,0.51012983
0.28749313,0.45793161,0.24633805,0.50798472,-0.47784976,0.50337123,0.51012599
0.28748225,0.45805969,0.24633857,0.50798521,-0.47784625,0.50337797,0.51012214
0.2874714,0.45818772,0.24633908,0.5079857,-0.47784274,0.50338471,0.5101183
0.28746059,0.4583157,0.2463396,0.50798619,-0.47783922,0.50339146,0.51011445
0.2874498,0.45844364,0.24634011,0.50798668,-0.4778357,0.50339821,0.51011059
0.28743904,0.45857153,0.24634061,0.50798717,-0.47783219,0.50340496,0.51010674
0.28742832,0.45869937,0.24634112,0.50798766,-0.47782866,0.50341171,0.51010288
0.28741762,0.45882716,0.24634162,0.50798815,-0.47782514,0.50341847,0.51009903
0.28740696,0.45895491,0.24634212,0.50798864,-0.47782162,0.50342523,0.51009517
0.28739632,0.45908261,0.24634262,0.50798913,-0.47781809,0.50343199,0.51009131
0.28738571,0.45921027,0.24634312,0.50798963,-0.47781456,0.50343876,0.51008744
0.28737514,0.45933787,0.24634361,0.50799012,-0.47781103,0.50344553,0.51008358
0.28736459,0.45946543,0.2463441,0.50799061,-0.4778075,0.5034523,0.51007971
0.28735408,0.45959295,0.24634459,0.5079911,-0.47780397,0.50345908,0.51007584
0.28734359,0.45972041,0.24634508,0.50799159,-0.47780043,0.50346586,0.51007197
0.28733313,0.45984783,0.24634557,0.50799209,-0.4777969,0.50347264,0.5100681
0.2873227,0.45997521,0.24634605,0.50799258,-0.47779336,0.50347942,0.51006423
0.28731231,0.46010253,0.24634653,0.50799307,-0.47778982,0.50348621,0.51006035
0.28730194,0.46022981,0.24634701,0.50799357,-0.47778627,0.503493,0.51005647
0.2872916,0.46035705,0.24634748,0.50799406,-0.47778273,0.5034998,0.51005259
0.28728128,0.46048424,0.24634796,0.50799456,-0.47777918,0.5035066,0.51004871
0.287271,0.46061138,0.24634843,0.50799505,-0.47777564,0.5035134,0.51004483
0.28726075,0.46073847,0.2463489,0.50799555,-0.47777209,0.5035202,0.51004094
0.28725052,0.46086552,0.24634937,0.50799604,-0.47776854,0.50352701,0.51003706
0.28724032,0.46099253,0.24634983,0.50799654,-0.47776498,0.50353382,0.51003317
0.28723015,0.46111948,0.2463503,0.50799703,-0.47776143,0.50354063,0.51002928
0.28722001,0.46124639,0.24635076,0.50799753,-0.47775787,0.50354745,0.51002538
0.2872099,0.46137326,0.24635122,0.50799802,-0.47775431,0.50355427,0.51002149
0.28719982,0.46150008,0.24635168,0.50799852,-0.47775075,0.5035611,0.51001759
0.28718976,0.46162685,0.24635213,0.50799902,-0.47774719,0.50356792,0.51001369
0.28717973,0.46175358,0.24635258,0.50799951,-0.47774363,0.50357475,0.51000979
0.28716973,0.46188026,0.24635304,0.50800001,-0.47774006,0.50358158,0.51000589
0.28715975,0.4620069,0.24635348,0.50800051,-0.4777365,0.50358842,0.51000198
0.28714981,0.46213349,0.24635393,0.50800101,-0.47773293,0.50359526,0.50999808
0.28713989,0.46226004,0.24635438,0.50800151,-0.47772936,0.5036021,0.50999417
0.28713,0.46238654,0.24635482,0.508002,-0.47772579,0.50360895,0.50999026
0.28712013,0.462513,0.24635526,0.5080025,-0.47772221,0.50361579,0.50998635
0.28711029,0.46263941,0.2463557,0.508003,-0.47771864,0.50362265,0.50998244
0.28710048,0.46276577,0.24635613,0.5080035,-0.47771506,0.5036295,0.50997852
0.2870907,0.46289209,0.24635657,0.508004,-0.47771148,0.50363636,0.5099746
0.28708094,0.46301836,0.246357,0.5080045,-0.4777079,0.50364322,0.50997068
0.28707121,0.46314459,0.24635743,0.508005,-0.47770432,0.50365008,0.50996676
0.28706151,0.46327078,0.24635786,0.5080055,-0.47770073,0.50365695,0.50996284
0.28705183,0.46339692,0.24635828,0.508006,-0.47769715,0.50366382,0.50995891
0.28704218,0.46352301,0.24635871,0.5080065,-0.47769356,0.50367069,0.50995499
0.28703255,0.46364906,0.24635913,0.508007,-0.47768997,0.50367757,0.50995106
0.28702295,0.46377507,0.24635955,0.50800751,-0.47768638,0.50368445,0.50994713
0.28701338,0.46390103,0.24635997,0.50800801,-0.47768279,0.50369133,0.50994319
0.28700383,0.46402695,0.24636038,0.50800851,-0.47767919,0.50369822,0.50993926
0.28699431,0.46415282,0.2463608,0.50800901,-0.4776756,0.5037051,0.50993532
0.28698482,0.46427864,0.24636121,0.50800951,-0.477672,0.503712,0.50993139
0.28697535,0.46440443,0.24636162,0.50801002,-0.4776684,0.50371889,0.50992745
0.2869659,0.46453016,0.24636203,0.50801052,-0.4776648,0.50372579,0.5099235
0.28695648,0.46465586,0.24636244,0.50801102,-0.4776612,0.50373269,0.50991956
0.28694709,0.46478151,0.24636284,0.50801153,-0.47765759,0.50373959,0.50991561
0.28693772,0.46490711,0.24636324,0.50801203,-0.47765398,0.5037465,0.50991167
0.28692837,0.46503267,0.24636364,0.50801254,-0.47765038,0.50375341,0.50990772
0.28691905,0.46515819,0.24636404,0.50801304,-0.47764677,0.50376033,0.50990377
0.28690976,0.46528366,0.24636444,0.50801355,-0.47764316,0.50376724,0.50989981
0.28690049,0.46540909,0.24636483,0.50801405,-0.47763954,0.50377416,0.50989586
0.28689124,0.46553448,0.24636523,0.50801456,-0.47763593,0.50378108,0.5098919
0.28688202,0.46565982,0.24636562,0.50801506,-0.47763231,0.50378801,0.50988794
0.28687282,0.46578511,0.24636601,0.50801557,-0.47762869,0.50379494,0.50988398
0.28686365,0.46591037,0.24636639,0.50801607,-0.47762507,0.50380187,0.50988002
0.2868545,0.46603558,0.24636678,0.50801658,-0.47762145,0.50380881,0.50987605
0.28684538,0.46616074,0.24636716,0.50801709,-0.47761783,0.50381574,0.50987209
0.28683628,0.46628586,0.24636754,0.50801759,-0.4776142,0.50382269,0.50986812
0.2868272,0.46641094,0.24636792,0.5080181,-0.47761058,0.50382963,0.50986415
0.28681815,0.46653598,0.2463683,0.50801861,-0.47760695,0.50383658,0.50986018
0.28680912,0.46666097,0.24636868,0.50801912,-0.47760332,0.50384353,0.5098562
0.28680011,0.46678591,0.24636905,0.50801962,-0.47759969,0.50385048,0.50985223
0.28679113,0.46691082,0.24636943,0.50802013,-0.47759605,0.50385744,0.50984825
0.28678217,0.46703568,0.2463698,0.50802064,-0.47759242,0.5038644,0.50984427
0.28677323,0.4671605,0.24637017,0.50802115,-0.47758878,0.50387136,0.50984029
0.28676432,0.46728527,0.24637053,0.50802166,-0.47758514,0.50387833,0.50983631
0.28675543,0.46741,0.2463709,0.50802217,-0.4775815,0.5038853,0.50983232
0.28674656,0.46753469,0.24637126,0.50802268,-0.47757786,0.50389227,0.50982833
0.28673772,0.46765934,0.24637162,0.50802319,-0.47757422,0.50389924,0.50982434
0.2867289,0.46778394,0.24637198,0.5080237,-0.47757057,0.50390622,0.50982035
0.2867201,0.4679085,0.24637234,0.50802421,-0.47756692,0.5039132,0.50981636
0.28671132,0.46803301,0.2463727,0.50802472,-0.47756328,0.50392019,0.50981237
0.28670257,0.46815749,0.24637305,0.50802523,-0.47755962,0.50392717,0.50980837
0.28669383,0.46828192,0.24637341,0.50802574,-0.47755597,0.50393416,0.50980437
0.28668512,0.46840631,0.24637376,0.50802625,-0.47755232,0.50394116,0.50980037
0.28667644,0.46853065,0.24637411,0.50802677,-0.47754866,0.50394815,0.50979637
0.28666777,0.46865495,0.24637446,0.50802728,-0.47754501,0.50395515,0.50979237
0.28665913,0.46877921,0.2463748,0.50802779,-0.47754135,0.50396215,0.50978836
0.2866505,0.46890343,0.24637515,0.5080283,-0.47753769,0.50396916,0.50978435
0.2866419,0.46902761,0.24637549,0.50802882,-0.47753403,0.50397617,0.50978034
0.28663332,0.46915174,0.24637583,0.50802933,-0.47753036,0.50398318,0.50977633
0.28662476,0.46927583,0.24637617,0.50802984,-0.4775267,0.50399019,0.50977232
0.28661623,0.46939988,0.24637651,0.50803036,-0.47752303,0.50399721,0.5097683
0.28660771,0.46952388,0.24637685,0.50803087,-0.47751936,0.50400423,0.50976428
0.28659922,0.46964784,0.24637718,0.50803138,-0.47751569,0.50401126,0.50976027
0.28659074,0.46977176,0.24637752,0.5080319,-0.47751202,0.50401828,0.50975624
0.28658229,0.46989564,0.24637785,0.50803241,-0.47750835,0.50402531,0.50975222
0.28657386,0.47001948,0.24637818,0.50803293,-0.47750467,0.50403235,0.5097482
0.28656545,0.47014327,0.24637851,0.50803344,-0.477501,0.50403938,0.50974417
0.28655706,0.47026703,0.24637883,0.50803396,-0.47749732,0.50404642,0.50974014
0.28654869,0.47039074,0.24637916,0.50803447,-0.47749364,0.50405346,0.50973611
0.28654034,0.4705144,0.24637948,0.50803499,-0.47748996,0.50406051,0.50973208
0.28653201,0.47063803,0.24637981,0.50803551,-0.47748628,0.50406756,0.50972804
0.2865237,0.47076162,0.24638013,0.50803602,-0.47748259,0.50407461,0.50972401
0.28651541,0.47088516,0.24638045,0.50803654,-0.4774789,0.50408166,0.50971997
0.28650714,0.47100866,0.24638076,0.50803706,-0.47747522,0.50408872,0.50971593
0.2864989,0.47113212,0.24638108,0.50803758,-0.47747153,0.50409578,0.50971189
0.28649067,0.47125554,0.24638139,0.50803809,-0.47746784,0.50410284,0.50970784
0.28648246,0.47137891,0.24638171,0.50803861,-0.47746414,0.50410991,0.5097038
0.28647427,0.47150225,0.24638202,0.50803913,-0.47746045,0.50411698,0.50969975
0.2864661,0.47162554,0.24638233,0.50803965,-0.47745675,0.50412405,0.5096957
0.28645795,0.47174879,0.24638264,0.50804017,-0.47745306,0.50413112,0.50969165
0.28644982,0.471872,0.24638294,0.50804068,-0.47744936,0.5041382,0.5096876
0.2864417,0.47199517,0.24638325,0.5080412,-0.47744566,0.50414528,0.50968354
0.28643361,0.4721183,0.24638355,0.50804172,-0.47744195,0.50415237,0.50967949
0.28642554,0.47224139,0.24638386,0.50804224,-0.47743825,0.50415945,0.50967543
0.28641748,0.47236443,0.24638416,0.50804276,-0.47743454,0.50416654,0.50967137
0.28640944,0.47248743,0.24638446,0.50804328,-0.47743084,0.50417364,0.5096673
0.28640143,0.4726104,0.24638476,0.5080438,-0.47742713,0.50418073,0.50966324
0.28639343,0.47273332,0.24638505,0.50804432,-0.47742342,0.50418783,0.50965917
0.28638545,0.4728562,0.24638535,0.50804485,-0.47741971,0.50419493,0.50965511
0.28637748,0.47297904,0.24638565,0.50804537,-0.47741599,0.50420204,0.50965103
0.28636954,0.47310184,0.24638594,0.50804589,-0.47741228,0.50420915,0.50964696
0.28636162,0.4732246,0.24638623,0.50804641,-0.47740856,0.50421626,0.50964289
0.28635371,0.47334731,0.24638652,0.50804693,-0.47740484,0.50422337,0.50963881
0.28634582,0.47346999,0.24638681,0.50804745,-0.47740112,0.50423049,0.50963474
0.28633795,0.47359262,0.2463871,0.50804798,-0.4773974,0.50423761,0.50963066
0.28633009,0.47371522,0.24638738,0.5080485,-0.47739368,0.50424473,0.50962657
0.28632226,0.47383777,0.24638767,0.50804902,-0.47738995,0.50425186,0.50962249
0.28631444,0.47396029,0.24638795,0.50804955,-0.47738623,0.50425899,0.50961841
0.28630664,0.47408276,0.24638823,0.50805007,-0.4773825,0.50426612,0.50961432
0.28629886,0.47420519,0.24638851,0.50805059,-0.47737877,0.50427326,0.50961023
0.28629109,0.47432758,0.24638879,0.50805112,-0.47737504,0.50428039,0.50960614
0.28628334,0.47444994,0.24638907,0.50805164,-0.47737131,0.50428753,0.50960205
0.28627561,0.47457225,0.24638935,0.50805217,-0.47736757,0.50429468,0.50959795
0.2862679,0.47469452,0.24638963,0.50805269,-0.47736384,0.50430183,0.50959385
0.2862602,0.47481675,0.2463899,0.50805322,-0.4773601,0.50430897,0.50958976
0.28625252,0.47493894,0.24639017,0.50805374,-0.47735636,0.50431613,0.50958566
0.28624486,0.47506109,0.24639045,0.50805427,-0.47735262,0.50432328,0.50958155
0.28623721,0.4751832,0.24639072,0.50805479,-0.47734888,0.50433044,0.50957745
0.28622958,0.47530527,0.24639099,0.50805532,-0.47734514,0.5043376,0.50957334
0.28622197,0.4754273,0.24639125,0.50805585,-0.47734139,0.50434477,0.50956924
0.28621437,0.47554929,0.24639152,0.50805637,-0.47733765,0.50435194,0.50956513
0.28620679,0.47567123,0.24639179,0.5080569,-0.4773339,0.50435911,0.50956101
0.28619923,0.47579314,0.24639205,0.50805743,-0.47733015,0.50436628,0.5095569
0.28619168,0.47591501,0.24639232,0.50805795,-0.4773264,0.50437346,0.50955278
0.28618415,0.47603684,0.24639258,0.50805848,-0.47732265,0.50438064,0.50954867
0.28617663,0.47615863,0.24639284,0.50805901,-0.47731889,0.50438782,0.50954455
0.28616913,0.47628038,0.2463931,0.50805954,-0.47731514,0.504395,0.50954043
0.28616165,0.47640209,0.24639336,0.50806006,-0.47731138,0.50440219,0.5095363
0.28615418,0.47652376,0.24639362,0.50806059,-0.47730762,0.50440938,0.50953218
0.28614673,0.47664539,0.24639387,0.50806112,-0.47730386,0.50441658,0.50952805
0.28613929,0.47676699,0.24639413,0.50806165,-0.4773001,0.50442377,0.50952392
0.28613187,0.47688854,0.24639438,0.50806218,-0.47729634,0.50443097,0.50951979
0.28612446,0.47701005,0.24639464,0.50806271,-0.47729257,0.50443818,0.50951566
0.28611707,0.47713152,0.24639489,0.50806324,-0.47728881,0.50444538,0.50951152
0.28610969,0.47725295,0.24639514,0.50806377,-0.47728504,0.50445259,0.50950739
0.28610233,0.47737435,0.24639539,0.5080643,-0.47728127,0.5044598,0.50950325
0.28609499,0.4774957,0.24639564,0.50806483,-0.4772775,0.50446702,0.50949911
0.28608766,0.47761702,0.24639589,0.50806536,-0.47727373,0.50447424,0.50949497
0.28608034,0.47773829,0.24639613,0.50806589,-0.47726996,0.50448146,0.50949082
0.28607304,0.47785953,0.24639638,0.50806642,-0.47726618,0.50448868,0.50948668
0.28606575,0.47798073,0.24639663,0.50806695,-0.4772624,0.50449591,0.50948253
0.28605848,0.47810188,0.24639687,0.50806749,-0.47725863,0.50450314,0.50947838
0.28605123,0.478223,0.24639711,0.50806802,-0.47725485,0.50451037,0.50947423
0.28604398,0.47834408,0.24639735,0.50806855,-0.47725106,0.5045176,0.50947008
0.28603676,0.47846512,0.24639759,0.50806908,-0.47724728,0.50452484,0.50946592
0.28602954,0.47858613,0.24639783,0.50806961,-0.4772435,0.50453208,0.50946176
0.28602234,0.47870709,0.24639807,0.50807015,-0.47723971,0.50453933,0.5094576
0.28601516,0.47882801,0.24639831,0.50807068,-0.47723593,0.50454657,0.50945344
0.28600798,0.4789489,0.24639855,0.50807121,-0.47723214,0.50455382,0.50944928
0.28600083,0.47906974,0.24639878,0.50807175,-0.47722835,0.50456108,0.50944511
0.28599368,0.47919055,0.24639902,0.50807228,-0.47722456,0.50456833,0.50944095
0.28598655,0.47931132,0.24639925,0.50807282,-0.47722076,0.50457559,0.50943678
0.28597943,0.47943205,0.24639949,0.50807335,-0.47721697,0.50458285,0.50943261
0.28597233,0.47955274,0.24639972,0.50807388,-0.47721317,0.50459012,0.50942844
0.28596524,0.47967339,0.24639995,0.50807442,-0.47720938,0.50459738,0.50942426
0.28595817,0.47979401,0.24640018,0.50807495,-0.47720558,0.50460465,0.50942008
0.2859511,0.47991458,0.24640041,0.50807549,-0.47720178,0.50461193,0.50941591
0.28594405,0.48003512,0.24640064,0.50807602,-0.47719798,0.5046192,0.50941173
0.28593702,0.48015562,0.24640087,0.50807656,-0.47719417,0.50462648,0.50940754
0.28593,0.48027608,0.24640109,0.5080771,-0.47719037,0.50463376,0.50940336
0.28592299,0.4803965,0.24640132,0.50807763,-0.47718656,0.50464105,0.50939917
0.28591599,0.48051688,0.24640154,0.50807817,-0.47718275,0.50464833,0.50939499
0.285909,0.48063723,0.24640177,0.5080787,-0.47717895,0.50465562,0.5093908
0.28590203,0.48075753,0.24640199,0.50807924,-0.47717514,0.50466292,0.50938661
0.28589507,0.4808778,0.24640221,0.50807978,-0.47717132,0.50467021,0.50938241
0.28588813,0.48099803,0.24640243,0.50808032,-0.47716751,0.50467751,0.50937822
0.28588119,0.48111822,0.24640266,0.50808085,-0.4771637,0.50468481,0.50937402
0.28587427,0.48123838,0.24640288,0.50808139,-0.47715988,0.50469212,0.50936982
0.28586736,0.48135849,0.2464031,0.50808193,-0.47715606,0.50469943,0.50936562
0.28586047,0.48147857,0.24640331,0.50808247,-0.47715224,0.50470674,0.50936142
0.28585358,0.48159861,0.24640353,0.50808301,-0.47714842,0.50471405,0.50935721
