x,y,z,qw,qx,qy,qz
0.32177021,0.20547515,0.2455121,0.50746504,-0.48174069,0.49690017,0.513318
0.32174328,0.20570674,0.24551107,0.50746528,-0.48173729,0.49690344,0.51331778
0.32171638,0.20593826,0.24551004,0.50746553,-0.48173389,0.49690672,0.51331755
0.32168951,0.20616973,0.24550903,0.50746578,-0.48173049,0.49691,0.51331731
0.32166266,0.20640115,0.24550801,0.50746603,-0.4817271,0.49691329,0.51331708
0.32163584,0.20663251,0.24550701,0.50746627,-0.48172371,0.49691657,0.51331683
0.32160904,0.20686382,0.24550601,0.50746652,-0.48172032,0.49691985,0.51331659
0.32158228,0.20709508,0.24550501,0.50746677,-0.48171694,0.49692313,0.51331634
0.32155554,0.20732627,0.24550402,0.50746702,-0.48171356,0.49692642,0.51331608
0.32152883,0.20755742,0.24550304,0.50746727,-0.48171018,0.4969297,0.51331582
0.32150215,0.20778851,0.24550206,0.50746753,-0.48170681,0.49693299,0.51331556
0.32147549,0.20801954,0.24550108,0.50746778,-0.48170344,0.49693628,0.51331529
0.32144886,0.20825052,0.24550012,0.50746803,-0.48170007,0.49693956,0.51331502
0.32142226,0.20848145,0.24549915,0.50746828,-0.48169671,0.49694285,0.51331474
0.32139568,0.20871232,0.2454982,0.50746854,-0.48169335,0.49694614,0.51331446
0.32136913,0.20894314,0.24549725,0.50746879,-0.48168999,0.49694943,0.51331418
0.32134261,0.2091739,0.2454963,0.50746904,-0.48168664,0.49695272,0.51331389
0.32131612,0.20940461,0.24549536,0.5074693,-0.48168328,0.49695601,0.5133136
0.32128965,0.20963527,0.24549443,0.50746956,-0.48167994,0.4969593,0.5133133
0.32126321,0.20986587,0.2454935,0.50746981,-0.48167659,0.49696259,0.513313
0.3212368,0.21009642,0.24549258,0.50747007,-0.48167325,0.49696589,0.51331269
0.32121041,0.21032691,0.24549167,0.50747032,-0.48166991,0.49696918,0.51331238
0.32118405,0.21055735,0.24549075,0.50747058,-0.48166657,0.49697248,0.51331207
0.32115771,0.21078774,0.24548985,0.50747084,-0.48166324,0.49697577,0.51331175
0.32113141,0.21101807,0.24548895,0.5074711,-0.48165991,0.49697907,0.51331143
0.32110512,0.21124834,0.24548806,0.50747136,-0.48165658,0.49698237,0.5133111
0.32107887,0.21147857,0.24548717,0.50747162,-0.48165326,0.49698566,0.51331077
0.32105264,0.21170874,0.24548629,0.50747188,-0.48164994,0.49698896,0.51331043
0.32102644,0.21193885,0.24548541,0.50747214,-0.48164662,0.49699226,0.51331009
0.32100026,0.21216892,0.24548454,0.5074724,-0.48164331,0.49699556,0.51330975
0.32097411,0.21239893,0.24548368,0.50747266,-0.48164,0.49699886,0.5133094
0.32094799,0.21262888,0.24548282,0.50747292,-0.48163669,0.49700217,0.51330905
0.32092189,0.21285878,0.24548197,0.50747319,-0.48163338,0.49700547,0.51330869
0.32089582,0.21308863,0.24548112,0.50747345,-0.48163008,0.49700877,0.51330833
0.32086977,0.21331842,0.24548028,0.50747371,-0.48162678,0.49701208,0.51330797
0.32084375,0.21354817,0.24547945,0.50747398,-0.48162349,0.49701538,0.5133076
0.32081775,0.21377785,0.24547862,0.50747424,-0.4816202,0.49701869,0.51330722
0.32079178,0.21400749,0.24547779,0.5074745,-0.48161691,0.49702199,0.51330685
0.32076584,0.21423707,0.24547698,0.50747477,-0.48161362,0.4970253,0.51330647
0.32073992,0.2144666,0.24547617,0.50747504,-0.48161034,0.49702861,0.51330608
0.32071403,0.21469607,0.24547536,0.5074753,-0.48160706,0.49703192,0.51330569
0.32068816,0.21492549,0.24547456,0.50747557,-0.48160378,0.49703523,0.5133053
0.32066232,0.21515486,0.24547377,0.50747584,-0.4816005,0.49703854,0.5133049
0.3206365,0.21538417,0.24547298,0.5074761,-0.48159723,0.49704185,0.5133045
0.32061071,0.21561344,0.2454722,0.50747637,-0.48159396,0.49704517,0.51330409
0.32058495,0.21584264,0.24547142,0.50747664,-0.4815907,0.49704848,0.51330368
0.32055921,0.2160718,0.24547065,0.50747691,-0.48158744,0.49705179,0.51330326
0.32053349,0.2163009,0.24546989,0.50747718,-0.48158418,0.49705511,0.51330285
0.3205078,0.21652995,0.24546913,0.50747745,-0.48158092,0.49705842,0.51330242
0.32048213,0.21675895,0.24546838,0.50747772,-0.48157767,0.49706174,0.513302
0.32045649,0.21698789,0.24546763,0.50747799,-0.48157442,0.49706506,0.51330156
0.32043087,0.21721678,0.24546689,0.50747826,-0.48157117,0.49706838,0.51330113
0.32040528,0.21744562,0.24546616,0.50747854,-0.48156792,0.4970717,0.51330069
0.32037971,0.21767441,0.24546543,0.50747881,-0.48156468,0.49707502,0.51330025
0.32035417,0.21790314,0.24546471,0.50747908,-0.48156144,0.49707834,0.5132998
0.32032865,0.21813182,0.24546399,0.50747936,-0.48155821,0.49708166,0.51329935
0.32030315,0.21836045,0.24546328,0.50747963,-0.48155498,0.49708498,0.51329889
0.32027768,0.21858902,0.24546258,0.5074799,-0.48155175,0.49708831,0.51329843
0.32025223,0.21881754,0.24546188,0.50748018,-0.48154852,0.49709163,0.51329797
0.32022681,0.21904601,0.24546119,0.50748045,-0.4815453,0.49709496,0.5132975
0.32020141,0.21927443,0.24546051,0.50748073,-0.48154208,0.49709828,0.51329703
0.32017604,0.21950279,0.24545983,0.50748101,-0.48153886,0.49710161,0.51329655
0.32015068,0.21973111,0.24545915,0.50748128,-0.48153564,0.49710494,0.51329607
0.32012536,0.21995937,0.24545849,0.50748156,-0.48153243,0.49710827,0.51329559
0.32010005,0.22018757,0.24545782,0.50748184,-0.48152922,0.49711159,0.5132951
0.32007477,0.22041573,0.24545717,0.50748211,-0.48152602,0.49711493,0.5132946
0.32004951,0.22064383,0.24545652,0.50748239,-0.48152281,0.49711826,0.51329411
0.32002428,0.22087188,0.24545588,0.50748267,-0.48151961,0.49712159,0.51329361
0.31999907,0.22109988,0.24545524,0.50748295,-0.48151642,0.49712492,0.5132931
0.31997388,0.22132782,0.24545461,0.50748323,-0.48151322,0.49712826,0.51329259
0.31994872,0.22155571,0.24545398,0.50748351,-0.48151003,0.49713159,0.51329208
0.31992357,0.22178356,0.24545337,0.50748379,-0.48150684,0.49713493,0.51329156
0.31989846,0.22201134,0.24545275,0.50748407,-0.48150365,0.49713826,0.51329104
0.31987336,0.22223908,0.24545215,0.50748435,-0.48150047,0.4971416,0.51329052
0.31984829,0.22246677,0.24545155,0.50748464,-0.48149729,0.49714494,0.51328999
0.31982323,0.2226944,0.24545095,0.50748492,-0.48149411,0.49714828,0.51328945
0.31979821,0.22292198,0.24545036,0.5074852,-0.48149094,0.49715162,0.51328892
0.3197732,0.22314951,0.24544978,0.50748548,-0.48148777,0.49715496,0.51328838
0.31974822,0.22337698,0.24544921,0.50748577,-0.4814846,0.4971583,0.51328783
0.31972325,0.22360441,0.24544864,0.50748605,-0.48148143,0.49716165,0.51328728
0.31969831,0.22383178,0.24544807,0.50748634,-0.48147827,0.49716499,0.51328673
0.3196734,0.2240591,0.24544751,0.50748662,-0.48147511,0.49716834,0.51328617
0.3196485,0.22428637,0.24544696,0.50748691,-0.48147195,0.49717168,0.51328561
0.31962363,0.22451359,0.24544642,0.50748719,-0.4814688,0.49717503,0.51328504
0.31959877,0.22474075,0.24544588,0.50748748,-0.48146565,0.49717838,0.51328447
0.31957394,0.22496786,0.24544535,0.50748776,-0.4814625,0.49718173,0.5132839
0.31954913,0.22519493,0.24544482,0.50748805,-0.48145935,0.49718508,0.51328332
0.31952435,0.22542194,0.2454443,0.50748834,-0.48145621,0.49718843,0.51328274
0.31949958,0.22564889,0.24544378,0.50748863,-0.48145307,0.49719178,0.51328216
0.31947483,0.2258758,0.24544328,0.50748891,-0.48144993,0.49719513,0.51328157
0.31945011,0.22610265,0.24544277,0.5074892,-0.4814468,0.49719848,0.51328097
0.31942541,0.22632946,0.24544228,0.50748949,-0.48144367,0.49720184,0.51328038
0.31940072,0.22655621,0.24544179,0.50748978,-0.48144054,0.49720519,0.51327978
0.31937606,0.22678291,0.2454413,0.50749007,-0.48143741,0.49720855,0.51327917
0.31935142,0.22700956,0.24544083,0.50749036,-0.48143429,0.49721191,0.51327856
0.3193268,0.22723615,0.24544035,0.50749065,-0.48143117,0.49721527,0.51327795
0.3193022,0.2274627,0.24543989,0.50749094,-0.48142805,0.49721862,0.51327733
0.31927762,0.22768919,0.24543943,0.50749123,-0.48142493,0.49722198,0.51327671
0.31925306,0.22791563,0.24543898,0.50749153,-0.48142182,0.49722535,0.51327608
0.31922852,0.22814202,0.24543853,0.50749182,-0.48141871,0.49722871,0.51327545
0.319204,0.22836836,0.24543809,0.50749211,-0.4814156,0.49723207,0.51327482
0.3191795,0.22859465,0.24543765,0.5074924,-0.4814125,0.49723543,0.51327418
0.31915502,0.22882089,0.24543723,0.5074927,-0.4814094,0.4972388,0.51327354
0.31913056,0.22904707,0.2454368,0.50749299,-0.4814063,0.49724217,0.5132729
0.31910612,0.2292732,0.24543639,0.50749328,-0.4814032,0.49724553,0.51327225
0.3190817,0.22949929,0.24543598,0.50749358,-0.48140011,0.4972489,0.5132716
0.31905729,0.22972532,0.24543557,0.50749387,-0.48139702,0.49725227,0.51327094
0.31903291,0.2299513,0.24543518,0.50749417,-0.48139393,0.49725564,0.51327028
0.31900855,0.23017722,0.24543478,0.50749446,-0.48139085,0.49725901,0.51326962
0.3189842,0.2304031,0.2454344,0.50749476,-0.48138776,0.49726238,0.51326895
0.31895988,0.23062893,0.24543402,0.50749506,-0.48138468,0.49726576,0.51326828
0.31893557,0.2308547,0.24543365,0.50749535,-0.48138161,0.49726913,0.5132676
0.31891128,0.23108042,0.24543328,0.50749565,-0.48137853,0.4972725,0.51326692
0.31888701,0.23130609,0.24543292,0.50749595,-0.48137546,0.49727588,0.51326623
0.31886276,0.23153171,0.24543256,0.50749625,-0.48137239,0.49727926,0.51326555
0.31883852,0.23175728,0.24543221,0.50749654,-0.48136932,0.49728264,0.51326485
0.31881431,0.2319828,0.24543187,0.50749684,-0.48136626,0.49728601,0.51326416
0.31879011,0.23220827,0.24543154,0.50749714,-0.4813632,0.49728939,0.51326346
0.31876593,0.23243368,0.24543121,0.50749744,-0.48136014,0.49729278,0.51326276
0.31874177,0.23265905,0.24543088,0.50749774,-0.48135708,0.49729616,0.51326205
0.31871762,0.23288436,0.24543056,0.50749804,-0.48135403,0.49729954,0.51326134
0.31869349,0.23310962,0.24543025,0.50749834,-0.48135098,0.49730292,0.51326062
0.31866938,0.23333484,0.24542995,0.50749864,-0.48134793,0.49730631,0.5132599
0.31864529,0.23356,0.24542965,0.50749894,-0.48134489,0.4973097,0.51325918
0.31862122,0.23378511,0.24542935,0.50749925,-0.48134185,0.49731308,0.51325845
0.31859716,0.23401016,0.24542906,0.50749955,-0.48133881,0.49731647,0.51325772
0.31857312,0.23423517,0.24542878,0.50749985,-0.48133577,0.49731986,0.51325699
0.31854909,0.23446013,0.24542851,0.50750015,-0.48133273,0.49732325,0.51325625
0.31852508,0.23468503,0.24542824,0.50750046,-0.4813297,0.49732664,0.51325551
0.31850109,0.23490988,0.24542797,0.50750076,-0.48132667,0.49733003,0.51325476
0.31847712,0.23513469,0.24542772,0.50750106,-0.48132364,0.49733343,0.51325401
0.31845316,0.23535944,0.24542747,0.50750137,-0.48132062,0.49733682,0.51325326
0.31842922,0.23558414,0.24542722,0.50750167,-0.4813176,0.49734022,0.5132525
0.31840529,0.23580879,0.24542698,0.50750198,-0.48131458,0.49734362,0.51325174
0.31838138,0.23603339,0.24542675,0.50750228,-0.48131156,0.49734701,0.51325097
0.31835748,0.23625794,0.24542652,0.50750259,-0.48130855,0.49735041,0.5132502
0.3183336,0.23648243,0.2454263,0.50750289,-0.48130554,0.49735381,0.51324943
0.31830974,0.23670688,0.24542609,0.5075032,-0.48130253,0.49735721,0.51324865
0.31828589,0.23693127,0.24542588,0.50750351,-0.48129952,0.49736061,0.51324787
0.31826206,0.23715562,0.24542567,0.50750381,-0.48129652,0.49736402,0.51324709
0.31823824,0.23737991,0.24542548,0.50750412,-0.48129352,0.49736742,0.5132463
0.31821443,0.23760415,0.24542529,0.50750443,-0.48129052,0.49737083,0.51324551
0.31819064,0.23782834,0.2454251,0.50750474,-0.48128752,0.49737423,0.51324471
0.31816687,0.23805248,0.24542492,0.50750505,-0.48128453,0.49737764,0.51324391
0.31814311,0.23827657,0.24542475,0.50750535,-0.48128153,0.49738105,0.51324311
0.31811936,0.23850061,0.24542458,0.50750566,-0.48127855,0.49738446,0.5132423
0.31809563,0.2387246,0.24542442,0.50750597,-0.48127556,0.49738787,0.51324149
0.31807192,0.23894853,0.24542427,0.50750628,-0.48127258,0.49739128,0.51324068
0.31804821,0.23917242,0.24542412,0.50750659,-0.48126959,0.4973947,0.51323986
0.31802452,0.23939625,0.24542397,0.5075069,-0.48126662,0.49739811,0.51323904
0.31800085,0.23962003,0.24542384,0.50750721,-0.48126364,0.49740152,0.51323821
0.31797719,0.23984377,0.24542371,0.50750752,-0.48126067,0.49740494,0.51323738
0.31795354,0.24006745,0.24542358,0.50750783,-0.48125769,0.49740836,0.51323655
0.3179299,0.24029108,0.24542346,0.50750815,-0.48125473,0.49741178,0.51323571
0.31790628,0.24051466,0.24542335,0.50750846,-0.48125176,0.4974152,0.51323487
0.31788267,0.24073819,0.24542324,0.50750877,-0.4812488,0.49741862,0.51323402
0.31785907,0.24096166,0.24542314,0.50750908,-0.48124583,0.49742204,0.51323318
0.31783549,0.24118509,0.24542304,0.5075094,-0.48124287,0.49742546,0.51323232
0.31781192,0.24140847,0.24542295,0.50750971,-0.48123992,0.49742889,0.51323147
0.31778836,0.24163179,0.24542287,0.50751002,-0.48123696,0.49743231,0.51323061
0.31776481,0.24185507,0.24542279,0.50751034,-0.48123401,0.49743574,0.51322974
0.31774128,0.24207829,0.24542272,0.50751065,-0.48123106,0.49743917,0.51322888
0.31771776,0.24230146,0.24542265,0.50751097,-0.48122812,0.4974426,0.513228
0.31769425,0.24252458,0.24542259,0.50751128,-0.48122517,0.49744603,0.51322713
0.31767075,0.24274765,0.24542253,0.5075116,-0.48122223,0.49744946,0.51322625
0.31764726,0.24297067,0.24542248,0.50751191,-0.48121929,0.49745289,0.51322537
0.31762379,0.24319364,0.24542244,0.50751223,-0.48121635,0.49745632,0.51322448
0.31760032,0.24341655,0.2454224,0.50751254,-0.48121342,0.49745976,0.51322359
0.31757687,0.24363942,0.24542237,0.50751286,-0.48121049,0.49746319,0.5132227
0.31755343,0.24386224,0.24542234,0.50751318,-0.48120756,0.49746663,0.5132218
0.31753,0.244085,0.24542232,0.50751349,-0.48120463,0.49747007,0.5132209
0.31750658,0.24430771,0.24542231,0.50751381,-0.4812017,0.49747351,0.51322
0.31748317,0.24453037,0.2454223,0.50751413,-0.48119878,0.49747695,0.51321909
0.31745977,0.24475298,0.24542229,0.50751444,-0.48119586,0.49748039,0.51321818
0.31743638,0.24497554,0.2454223,0.50751476,-0.48119294,0.49748383,0.51321726
0.317413,0.24519805,0.2454223,0.50751508,-0.48119002,0.49748728,0.51321634
0.31738963,0.24542051,0.24542232,0.5075154,-0.48118711,0.49749072,0.51321542
0.31736627,0.24564292,0.24542234,0.50751572,-0.4811842,0.49749417,0.51321449
0.31734292,0.24586527,0.24542236,0.50751604,-0.48118129,0.49749762,0.51321356
0.31731958,0.24608758,0.24542239,0.50751636,-0.48117838,0.49750106,0.51321263
0.31729625,0.24630983,0.24542243,0.50751668,-0.48117548,0.49750451,0.51321169
0.31727293,0.24653203,0.24542247,0.507517,-0.48117258,0.49750797,0.51321075
0.31724962,0.24675418,0.24542252,0.50751732,-0.48116968,0.49751142,0.5132098
0.31722632,0.24697628,0.24542257,0.50751764,-0.48116678,0.49751487,0.51320885
0.31720302,0.24719833,0.24542263,0.50751796,-0.48116389,0.49751833,0.5132079
0.31717974,0.24742033,0.24542269,0.50751828,-0.48116099,0.49752178,0.51320694
0.31715646,0.24764227,0.24542276,0.5075186,-0.4811581,0.49752524,0.51320598
0.31713319,0.24786417,0.24542284,0.50751893,-0.48115522,0.4975287,0.51320502
0.31710993,0.24808601,0.24542292,0.50751925,-0.48115233,0.49753216,0.51320405
0.31708668,0.24830781,0.245423,0.50751957,-0.48114945,0.49753562,0.51320308
0.31706343,0.24852955,0.24542309,0.50751989,-0.48114656,0.49753908,0.51320211
0.31704019,0.24875124,0.24542319,0.50752022,-0.48114369,0.49754254,0.51320113
0.31701697,0.24897287,0.24542329,0.50752054,-0.48114081,0.49754601,0.51320015
0.31699374,0.24919446,0.2454234,0.50752086,-0.48113793,0.49754948,0.51319916
0.31697053,0.249416,0.24542351,0.50752119,-0.48113506,0.49755294,0.51319817
0.31694732,0.24963748,0.24542363,0.50752151,-0.48113219,0.49755641,0.51319718
0.31692412,0.24985892,0.24542376,0.50752184,-0.48112932,0.49755988,0.51319619
0.31690093,0.2500803,0.24542388,0.50752216,-0.48112646,0.49756335,0.51319519
0.31687774,0.25030163,0.24542402,0.50752248,-0.4811236,0.49756682,0.51319418
0.31685456,0.25052291,0.24542416,0.50752281,-0.48112073,0.4975703,0.51319318
0.31683138,0.25074414,0.2454243,0.50752314,-0.48111788,0.49757377,0.51319217
0.31680822,0.25096531,0.24542445,0.50752346,-0.48111502,0.49757725,0.51319115
0.31678505,0.25118644,0.24542461,0.50752379,-0.48111216,0.49758072,0.51319013
0.3167619,0.25140751,0.24542477,0.50752411,-0.48110931,0.4975842,0.51318911
0.31673875,0.25162853,0.24542494,0.50752444,-0.48110646,0.49758768,0.51318809
0.3167156,0.2518495,0.24542511,0.50752477,-0.48110361,0.49759116,0.51318706
0.31669246,0.25207042,0.24542529,0.50752509,-0.48110077,0.49759465,0.51318603
0.31666933,0.25229129,0.24542547,0.50752542,-0.48109792,0.49759813,0.51318499
0.3166462,0.2525121,0.24542566,0.50752575,-0.48109508,0.49760162,0.51318395
0.31662308,0.25273287,0.24542585,0.50752608,-0.48109224,0.4976051,0.51318291
0.31659996,0.25295358,0.24542605,0.5075264,-0.48108941,0.49760859,0.51318186
0.31657684,0.25317424,0.24542625,0.50752673,-0.48108657,0.49761208,0.51318081
0.31655373,0.25339485,0.24542646,0.50752706,-0.48108374,0.49761557,0.51317976
0.31653063,0.2536154,0.24542667,0.50752739,-0.48108091,0.49761906,0.5131787
0.31650753,0.25383591,0.24542689,0.50752772,-0.48107808,0.49762255,0.51317764
0.31648443,0.25405636,0.24542711,0.50752805,-0.48107525,0.49762605,0.51317658
0.31646134,0.25427676,0.24542734,0.50752838,-0.48107243,0.49762954,0.51317551
0.31643825,0.25449711,0.24542757,0.50752871,-0.48106961,0.49763304,0.51317444
0.31641516,0.25471741,0.24542781,0.50752904,-0.48106679,0.49763654,0.51317336
0.31639208,0.25493766,0.24542806,0.50752937,-0.48106397,0.49764004,0.51317228
0.316369,0.25515785,0.2454283,0.5075297,-0.48106115,0.49764354,0.5131712
0.31634592,0.25537799,0.24542856,0.50753003,-0.48105834,0.49764704,0.51317012
0.31632285,0.25559808,0.24542882,0.50753036,-0.48105553,0.49765054,0.51316903
0.31629978,0.25581812,0.24542908,0.50753069,-0.48105272,0.49765405,0.51316793
0.31627671,0.25603811,0.24542935,0.50753102,-0.48104991,0.49765755,0.51316684
0.31625365,0.25625804,0.24542962,0.50753136,-0.48104711,0.49766106,0.51316574
0.31623058,0.25647793,0.2454299,0.50753169,-0.4810443,0.49766457,0.51316463
0.31620752,0.25669776,0.24543018,0.50753202,-0.4810415,0.49766808,0.51316353
0.31618446,0.25691753,0.24543047,0.50753235,-0.4810387,0.49767159,0.51316242
0.31616141,0.25713726,0.24543076,0.50753269,-0.48103591,0.4976751,0.5131613
0.31613835,0.25735693,0.24543106,0.50753302,-0.48103311,0.49767862,0.51316019
0.3161153,0.25757655,0.24543136,0.50753335,-0.48103032,0.49768213,0.51315907
0.31609224,0.25779612,0.24543167,0.50753369,-0.48102753,0.49768565,0.51315794
0.31606919,0.25801564,0.24543198,0.50753402,-0.48102474,0.49768917,0.51315681
0.31604614,0.2582351,0.2454323,0.50753435,-0.48102195,0.49769269,0.51315568
0.31602309,0.25845452,0.24543262,0.50753469,-0.48101917,0.49769621,0.51315455
0.31600004,0.25867388,0.24543294,0.50753502,-0.48101638,0.49769973,0.51315341
0.315977,0.25889318,0.24543327,0.50753536,-0.4810136,0.49770325,0.51315227
0.31595395,0.25911244,0.24543361,0.50753569,-0.48101082,0.49770678,0.51315112
0.3159309,0.25933164,0.24543395,0.50753603,-0.48100805,0.4977103,0.51314997
0.31590785,0.25955079,0.24543429,0.50753636,-0.48100527,0.49771383,0.51314882
0.31588481,0.25976989,0.24543464,0.5075367,-0.4810025,0.49771736,0.51314767
0.31586176,0.25998893,0.24543499,0.50753703,-0.48099973,0.49772089,0.51314651
0.31583871,0.26020792,0.24543535,0.50753737,-0.48099696,0.49772442,0.51314534
0.31581566,0.26042686,0.24543571,0.5075377,-0.48099419,0.49772796,0.51314418
0.31579261,0.26064575,0.24543608,0.50753804,-0.48099143,0.49773149,0.51314301
0.31576956,0.26086458,0.24543645,0.50753838,-0.48098866,0.49773503,0.51314184
0.31574651,0.26108336,0.24543683,0.50753871,-0.4809859,0.49773857,0.51314066
0.31572346,0.26130209,0.24543721,0.50753905,-0.48098314,0.49774211,0.51313948
0.31570041,0.26152077,0.24543759,0.50753939,-0.48098038,0.49774565,0.5131383
0.31567735,0.26173939,0.24543798,0.50753973,-0.48097763,0.49774919,0.51313711
0.3156543,0.26195796,0.24543838,0.50754006,-0.48097488,0.49775273,0.51313592
0.31563124,0.26217648,0.24543878,0.5075404,-0.48097212,0.49775628,0.51313472
0.31560818,0.26239494,0.24543918,0.50754074,-0.48096937,0.49775982,0.51313353
0.31558512,0.26261335,0.24543958,0.50754108,-0.48096663,0.49776337,0.51313233
0.31556205,0.26283171,0.24544,0.50754142,-0.48096388,0.49776692,0.51313112
0.31553898,0.26305001,0.24544041,0.50754176,-0.48096114,0.49777047,0.51312992
0.31551591,0.26326826,0.24544083,0.50754209,-0.48095839,0.49777402,0.51312871
0.31549284,0.26348646,0.24544125,0.50754243,-0.48095565,0.49777758,0.51312749
0.31546977,0.26370461,0.24544168,0.50754277,-0.48095292,0.49778113,0.51312627
0.31544669,0.2639227,0.24544211,0.50754311,-0.48095018,0.49778469,0.51312505
0.31542361,0.26414074,0.24544255,0.50754345,-0.48094745,0.49778824,0.51312383
0.31540052,0.26435872,0.24544299,0.50754379,-0.48094471,0.4977918,0.5131226
0.31537744,0.26457665,0.24544344,0.50754413,-0.48094198,0.49779536,0.51312137
0.31535434,0.26479453,0.24544388,0.50754447,-0.48093925,0.49779893,0.51312013
0.31533125,0.26501235,0.24544434,0.50754481,-0.48093653,0.49780249,0.5131189
0.31530815,0.26523012,0.24544479,0.50754515,-0.4809338,0.49780606,0.51311765
0.31528505,0.26544784,0.24544526,0.50754549,-0.48093108,0.49780962,0.51311641
0.31526194,0.26566551,0.24544572,0.50754584,-0.48092836,0.49781319,0.51311516
0.31523883,0.26588312,0.24544619,0.50754618,-0.48092564,0.49781676,0.51311391
0.31521571,0.26610067,0.24544666,0.50754652,-0.48092292,0.49782033,0.51311266
0.31519259,0.26631817,0.24544714,0.50754686,-0.4809202,0.4978239,0.5131114
0.31516946,0.26653562,0.24544762,0.5075472,-0.48091749,0.49782748,0.51311014
0.31514633,0.26675302,0.2454481,0.50754754,-0.48091477,0.49783105,0.51310887
0.31512319,0.26697036,0.24544859,0.50754789,-0.48091206,0.49783463,0.5131076
0.31510005,0.26718765,0.24544908,0.50754823,-0.48090935,0.49783821,0.51310633
0.3150769,0.26740488,0.24544958,0.50754857,-0.48090665,0.49784179,0.51310505
0.31505375,0.26762206,0.24545008,0.50754891,-0.48090394,0.49784537,0.51310378
0.31503059,0.26783918,0.24545058,0.50754926,-0.48090124,0.49784895,0.51310249
0.31500743,0.26805625,0.24545109,0.5075496,-0.48089854,0.49785254,0.51310121
0.31498425,0.26827327,0.2454516,0.50754994,-0.48089584,0.49785612,0.51309992
0.31496108,0.26849023,0.24545212,0.50755029,-0.48089314,0.49785971,0.51309863
0.31493789,0.26870714,0.24545264,0.50755063,-0.48089044,0.4978633,0.51309733
0.3149147,0.26892399,0.24545316,0.50755098,-0.48088775,0.49786689,0.51309603
0.31489151,0.26914079,0.24545369,0.50755132,-0.48088505,0.49787048,0.51309473
0.3148683,0.26935754,0.24545422,0.50755166,-0.48088236,0.49787408,0.51309343
0.31484509,0.26957423,0.24545475,0.50755201,-0.48087967,0.49787767,0.51309212
0.31482187,0.26979086,0.24545529,0.50755235,-0.48087698,0.49788127,0.51309081
0.31479865,0.27000744,0.24545583,0.5075527,-0.4808743,0.49788487,0.51308949
0.31477541,0.27022397,0.24545637,0.50755304,-0.48087161,0.49788847,0.51308817
0.31475217,0.27044044,0.24545692,0.50755339,-0.48086893,0.49789207,0.51308685
0.31472892,0.27065686,0.24545747,0.50755373,-0.48086625,0.49789567,0.51308553
0.31470567,0.27087322,0.24545802,0.50755408,-0.48086357,0.49789928,0.5130842
0.3146824,0.27108953,0.24545858,0.50755442,-0.48086089,0.49790288,0.51308287
0.31465913,0.27130578,0.24545914,0.50755477,-0.48085822,0.49790649,0.51308153
0.31463585,0.27152198,0.24545971,0.50755512,-0.48085554,0.4979101,0.51308019
0.31461256,0.27173812,0.24546027,0.50755546,-0.48085287,0.49791371,0.51307885
0.31458926,0.27195421,0.24546084,0.50755581,-0.4808502,0.49791733,0.51307751
0.31456595,0.27217024,0.24546142,0.50755615,-0.48084753,0.49792094,0.51307616
0.31454264,0.27238622,0.245462,0.5075565,-0.48084486,0.49792456,0.51307481
0.31451931,0.27260214,0.24546258,0.50755685,-0.48084219,0.49792817,0.51307345
0.31449598,0.27281801,0.24546316,0.50755719,-0.48083953,0.49793179,0.51307209
0.31447263,0.27303382,0.24546375,0.50755754,-0.48083687,0.49793541,0.51307073
0.31444928,0.27324957,0.24546434,0.50755789,-0.4808342,0.49793903,0.51306937
0.31442592,0.27346527,0.24546493,0.50755824,-0.48083154,0.49794266,0.513068
0.31440254,0.27368092,0.24546553,0.50755858,-0.48082889,0.49794628,0.51306663
0.31437916,0.27389651,0.24546613,0.50755893,-0.48082623,0.49794991,0.51306525
0.31435577,0.27411204,0.24546673,0.50755928,-0.48082358,0.49795354,0.51306388
0.31433236,0.27432752,0.24546734,0.50755963,-0.48082092,0.49795717,0.51306249
0.31430895,0.27454294,0.24546795,0.50755998,-0.48081827,0.4979608,0.51306111
0.31428552,0.27475831,0.24546856,0.50756033,-0.48081562,0.49796443,0.51305972
0.31426209,0.27497362,0.24546918,0.50756067,-0.48081297,0.49796807,0.51305833
0.31423864,0.27518887,0.2454698,0.50756102,-0.48081032,0.49797171,0.51305694
0.31421519,0.27540407,0.24547042,0.50756137,-0.48080768,0.49797534,0.51305554
0.31419172,0.27561922,0.24547104,0.50756172,-0.48080504,0.49797898,0.51305414
0.31416824,0.2758343,0.24547167,0.50756207,-0.48080239,0.49798262,0.51305274
0.31414475,0.27604933,0.2454723,0.50756242,-0.48079975,0.49798627,0.51305133
0.31412124,0.27626431,0.24547293,0.50756277,-0.48079711,0.49798991,0.51304992
0.31409773,0.27647923,0.24547357,0.50756312,-0.48079448,0.49799356,0.51304851
0.3140742,0.27669409,0.24547421,0.50756347,-0.48079184,0.49799721,0.51304709
0.31405067,0.27690889,0.24547485,0.50756382,-0.4807892,0.49800086,0.51304567
0.31402712,0.27712364,0.24547549,0.50756417,-0.48078657,0.49800451,0.51304425
0.31400355,0.27733833,0.24547614,0.50756452,-0.48078394,0.49800816,0.51304282
0.31397998,0.27755297,0.24547679,0.50756487,-0.48078131,0.49801182,0.51304139
0.31395639,0.27776755,0.24547744,0.50756522,-0.48077868,0.49801547,0.51303996
